name,address,coordinates,govprisons,private,geoprison,corecivicprison,coordinates_rev,State,stateshortname,PrisonName,stateprison,longitude,latitude,geometry
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Peoria Adult Transition Center,1.0,-89.5933098,40.6948965,POINT (-89.5933098 40.6948965)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Branchville Correctional Facility,1.0,-86.6015455,38.1524008,POINT (-86.6015455 38.1524008)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Chain O'Lakes Correctional Facility - Albion,1.0,-85.35312119999999,41.337457,POINT (-85.35312119999999 41.337457)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Correctional Industrial Facility - Pendleton,1.0,-85.7709304,39.974934,POINT (-85.7709304 39.974934)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Edinburgh Correctional Facility - Edinburgh,1.0,-86.0404265,39.3535469,POINT (-86.0404265 39.3535469)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Heritage Trail Correctional Facility - Plainfield,1.0,-86.4054668,39.6920964,POINT (-86.4054668 39.6920964)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Indiana State Prison - Michigan City,1.0,-86.915343,41.7034274,POINT (-86.915343 41.7034274)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Indiana Women's Prison - Indianapolis,1.0,-86.2902414,39.8009259,POINT (-86.2902414 39.8009259)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Indianapolis Re-entry Educational Facility - Indianapolis,1.0,-86.1275681,39.772008,POINT (-86.1275681 39.772008)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Madison Correctional Facility - Madison,1.0,-85.4041,38.7470262,POINT (-85.4041 38.7470262)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Miami Correctional Facility - Bunker Hill,1.0,-86.1328719,40.6443646,POINT (-86.1328719 40.6443646)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,New Castle Correctional Facility  - New Castle,1.0,-85.37029319999999,39.9650605,POINT (-85.37029319999999 39.9650605)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Pendleton Correctional Facility - Pendleton,1.0,-85.7587976,39.9821155,POINT (-85.7587976 39.9821155)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Plainfield Correctional Facility - Plainfield,1.0,-86.41674239999999,39.691106,POINT (-86.41674239999999 39.691106)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Putnamville Correctional Facility - Greencastle,1.0,-86.88592609999999,39.5669408,POINT (-86.88592609999999 39.5669408)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Reception Diagnostic Center - Plainfield,1.0,-86.4163094,39.68937529999999,POINT (-86.4163094 39.68937529999999)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Rockville Correctional Facility - Rockville,1.0,-87.25393,39.775835,POINT (-87.25393 39.775835)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,South Bend Community Re-entry Center - South Bend,1.0,-86.3111223,41.7221752,POINT (-86.3111223 41.7221752)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Wabash Valley Correctional Facility - Carlisle,1.0,-87.40343519999999,38.9767758,POINT (-87.40343519999999 38.9767758)
,,,1.0,0.0,0.0,0.0,,Indiana,IN,Westville Correctional Facility - Westville,1.0,-86.9136204,41.5264274,POINT (-86.9136204 41.5264274)
,,,1.0,0.0,0.0,0.0,,Iowa,IA,Anamosa State Penitentiary - Anamosa,1.0,-91.291243,42.1113641,POINT (-91.291243 42.1113641)
,,,1.0,0.0,0.0,0.0,,Iowa,IA,Clarinda Correctional Facility - Clarinda,1.0,-95.0374514,40.7608562,POINT (-95.0374514 40.7608562)
,,,1.0,0.0,0.0,0.0,,Iowa,IA,Fort Dodge Correctional Facility - Fort Dodge,1.0,-94.1938021,42.4844252,POINT (-94.1938021 42.4844252)
,,,1.0,0.0,0.0,0.0,,Iowa,IA,Iowa Correctional Institution for Women - Mitchellville,1.0,-93.3681957,41.6633472,POINT (-93.3681957 41.6633472)
,,,1.0,0.0,0.0,0.0,,Iowa,IA,Iowa Medical and Classification Center - Oakdale,1.0,-91.61029599999999,41.7135539,POINT (-91.61029599999999 41.7135539)
,,,1.0,0.0,0.0,0.0,,Iowa,IA,Iowa State Penitentiary - Fort Madison,1.0,-91.3036346,40.6514511,POINT (-91.3036346 40.6514511)
,,,1.0,0.0,0.0,0.0,,Iowa,IA,Mount Pleasant Correctional Facility - Mount Pleasant,1.0,-91.53586519999999,40.9560341,POINT (-91.53586519999999 40.9560341)
,,,1.0,0.0,0.0,0.0,,Iowa,IA,Newton Correctional Facility - Newton,1.0,-93.0560531,41.6294784,POINT (-93.0560531 41.6294784)
,,,1.0,0.0,0.0,0.0,,Iowa,IA,North Central Correctional Facility - Rockwell City,1.0,-94.6056148,42.3923276,POINT (-94.6056148 42.3923276)
,,,1.0,0.0,0.0,0.0,,Kansas,KS,El Dorado Correctional Facility,1.0,-96.8161087,37.8043212,POINT (-96.8161087 37.8043212)
,,,1.0,0.0,0.0,0.0,,Kansas,KS,Ellsworth Correctional Facility ,1.0,-98.2335348,38.7408233,POINT (-98.2335348 38.7408233)
,,,1.0,0.0,0.0,0.0,,Kansas,KS,Hutchinson Correctional Facility,1.0,-97.91144899999999,38.0451807,POINT (-97.91144899999999 38.0451807)
,,,1.0,0.0,0.0,0.0,,Kansas,KS,Kansas Juvenile Correctional Complex ,1.0,-95.6816491,39.0956739,POINT (-95.6816491 39.0956739)
,,,1.0,0.0,0.0,0.0,,Kansas,KS,Lansing Correctional Facility,1.0,-94.89266479999999,39.249963,POINT (-94.89266479999999 39.249963)
,,,1.0,0.0,0.0,0.0,,Kansas,KS,Larned Correctional Mental Health Facility ,1.0,-99.09871299999999,38.18056929999999,POINT (-99.09871299999999 38.18056929999999)
,,,1.0,0.0,0.0,0.0,,Kansas,KS,Norton Correctional Facility,1.0,-99.81682300000001,39.8445519,POINT (-99.81682300000001 39.8445519)
,,,1.0,0.0,0.0,0.0,,Kansas,KS,Topeka Correctional Facility ,1.0,-95.62406899999999,39.04029939999999,POINT (-95.62406899999999 39.04029939999999)
,,,1.0,0.0,0.0,0.0,,Kansas,KS,Winfield Correctional Facility,1.0,-96.9750416,37.26442309999999,POINT (-96.9750416 37.26442309999999)
,,,1.0,0.0,0.0,0.0,,Kansas,KS,Wichita Work Release Facility,1.0,-97.333173,37.68194829999999,POINT (-97.333173 37.68194829999999)
,,,1.0,0.0,0.0,0.0,,Kentucky,KY,Bell County Forestry Camp,1.0,-83.8519637,36.6682254,POINT (-83.8519637 36.6682254)
,,,1.0,0.0,0.0,0.0,,Kentucky,KY,Blackburn Correctional Complex,1.0,-84.53703639999999,38.1115274,POINT (-84.53703639999999 38.1115274)
,,,1.0,0.0,0.0,0.0,,Kentucky,KY,Eastern Kentucky Correctional Complex,1.0,-83.2706704,37.9040366,POINT (-83.2706704 37.9040366)
,,,1.0,0.0,0.0,0.0,,Kentucky,KY,Green River Correctional Complex,1.0,-87.1135139,37.3147399,POINT (-87.1135139 37.3147399)
,,,1.0,0.0,0.0,0.0,,Kentucky,KY,Kentucky Correctional Institute for Women,1.0,-85.45789719999999,38.2840616,POINT (-85.45789719999999 38.2840616)
,,,1.0,0.0,0.0,0.0,,Kentucky,KY,Kentucky State Penitentiary,1.0,-88.07641830000001,37.0479862,POINT (-88.07641830000001 37.0479862)
,,,1.0,0.0,0.0,0.0,,Kentucky,KY,Kentucky State Reformatory,1.0,-85.4135967,38.4019183,POINT (-85.4135967 38.4019183)
,,,1.0,0.0,0.0,0.0,,Kentucky,KY,Little Sandy Correctional Complex,1.0,-83.07784350000001,38.1346448,POINT (-83.07784350000001 38.1346448)
,,,1.0,0.0,0.0,0.0,,Kentucky,KY,Luther Luckett Correctional Complex,1.0,-85.42551399999999,38.41236,POINT (-85.42551399999999 38.41236)
,,,1.0,0.0,0.0,0.0,,Kentucky,KY,Northpoint Training Center,1.0,-84.7454023,37.7089827,POINT (-84.7454023 37.7089827)
,,,1.0,0.0,0.0,0.0,,Kentucky,KY,Roederer Correctional Complex,1.0,-85.4294032,38.4029997,POINT (-85.4294032 38.4029997)
,,,1.0,0.0,0.0,0.0,,Kentucky,KY,Ross-Cash Center,1.0,-84.2700179,37.8393332,POINT (-84.2700179 37.8393332)
,,,1.0,0.0,0.0,0.0,,Kentucky,KY,Southeast State Correctional Complex,1.0,-82.7169521,37.3396789,POINT (-82.7169521 37.3396789)
,,,1.0,0.0,0.0,0.0,,Kentucky,KY,Western Kentucky Correctional Complex,1.0,-88.03968809999999,37.1383247,POINT (-88.03968809999999 37.1383247)
,,,1.0,0.0,0.0,0.0,,Louisiana,LA,Allen Correctional Center,1.0,-92.7900801,30.5632093,POINT (-92.7900801 30.5632093)
,,,1.0,0.0,0.0,0.0,,Louisiana,LA,Avoyelles Correctional Center ,1.0,-92.0271791,30.9741891,POINT (-92.0271791 30.9741891)
,,,1.0,0.0,0.0,0.0,,Louisiana,LA,B. B. Rayburn Correctional Center,1.0,-89.81787870000001,30.921875,POINT (-89.81787870000001 30.921875)
,,,1.0,0.0,0.0,0.0,,Louisiana,LA,David Wade Correctional Center,1.0,-93.0193999,32.9056733,POINT (-93.0193999 32.9056733)
,,,1.0,0.0,0.0,0.0,,Louisiana,LA,Dixon Correctional Institute,1.0,-91.20651889999999,30.8128306,POINT (-91.20651889999999 30.8128306)
,,,1.0,0.0,0.0,0.0,,Louisiana,LA,Elayn Hunt Correctional Center,1.0,-91.0868759,30.2647933,POINT (-91.0868759 30.2647933)
,,,1.0,0.0,0.0,0.0,,Louisiana,LA,Louisiana Correctional Institute for Women,1.0,-91.07242819999999,30.2603498,POINT (-91.07242819999999 30.2603498)
,,,1.0,0.0,0.0,0.0,,Louisiana,LA,Louisiana State Penitentiary - Angola Prison,1.0,-91.5684067,30.9406391,POINT (-91.5684067 30.9406391)
,,,1.0,0.0,0.0,0.0,,Maine,ME,Bolduc Correctional Facility ,1.0,-69.2180729,44.0676841,POINT (-69.2180729 44.0676841)
,,,1.0,0.0,0.0,0.0,,Maine,ME,Mountain View Correctional Facility ,1.0,-69.092458,45.0922474,POINT (-69.092458 45.0922474)
,,,1.0,0.0,0.0,0.0,,Maine,ME,Maine Correctional Center ,1.0,-70.4140913,43.7268942,POINT (-70.4140913 43.7268942)
,,,1.0,0.0,0.0,0.0,,Maine,ME,Southern Maine Reentry Center ,1.0,-70.4094836,43.7285695,POINT (-70.4094836 43.7285695)
,,,1.0,0.0,0.0,0.0,,Maine,ME,Maine State Prison,1.0,-69.2299733,44.0617033,POINT (-69.2299733 44.0617033)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Baltimore City Correctional Center,1.0,-76.606507,39.30030530000001,POINT (-76.606507 39.30030530000001)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Central Maryland Correctional Facility,1.0,-76.9566545,39.3723253,POINT (-76.9566545 39.3723253)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Dorsey Run Correctional Facility,1.0,-76.77656549999999,39.1389289,POINT (-76.77656549999999 39.1389289)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Eastern Correctional Institution,1.0,-75.703687,38.1562418,POINT (-75.703687 38.1562418)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Jessup Correctional Institution,1.0,-76.7798115,39.1449474,POINT (-76.7798115 39.1449474)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Maryland Correctional Institution–Hagerstown,1.0,-77.7231317,39.5609454,POINT (-77.7231317 39.5609454)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Maryland Correctional Institution–Jessup,1.0,-76.77300269999999,39.13401959999999,POINT (-76.77300269999999 39.13401959999999)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Maryland Correctional Institution for Women,1.0,-76.775413,39.132672,POINT (-76.775413 39.132672)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Maryland Correctional Transition Center,1.0,-76.64127119999999,39.0457549,POINT (-76.64127119999999 39.0457549)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,North Branch Correctional Institution,1.0,-78.8194603,39.6030313,POINT (-78.8194603 39.6030313)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Patuxent Institution,1.0,-76.7803021,39.1640425,POINT (-76.7803021 39.1640425)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Roxbury Correctional Institution,1.0,-77.71496669999999,39.5576338,POINT (-77.71496669999999 39.5576338)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Western Correctional Institution,1.0,-78.8180316,39.6057723,POINT (-78.8180316 39.6057723)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Baltimore Central Booking and Intake Center,1.0,-76.61045349999999,39.2991179,POINT (-76.61045349999999 39.2991179)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Chesapeake Detention Facility,1.0,-76.6093736,39.2983454,POINT (-76.6093736 39.2983454)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,"Maryland Reception, Diagnostic, and Classification Center",1.0,-76.6068221,39.2991796,POINT (-76.6068221 39.2991796)
,,,1.0,0.0,0.0,0.0,,Maryland,MD,Metropolitan Transition Center,1.0,-76.6082481,39.301048,POINT (-76.6082481 39.301048)
,,,1.0,0.0,0.0,0.0,,Massachusetts,MA,Boston Pre-Release Center,1.0,-71.10166720000001,42.2926066,POINT (-71.10166720000001 42.2926066)
,,,1.0,0.0,0.0,0.0,,Massachusetts,MA,Bridgewater State Hospital,1.0,-70.9518823,41.94734589999999,POINT (-70.9518823 41.94734589999999)
,,,1.0,0.0,0.0,0.0,,Massachusetts,MA,Lemuel Shattuck Hospital Correctional Unit,1.0,-71.1029198,42.3003994,POINT (-71.1029198 42.3003994)
,,,1.0,0.0,0.0,0.0,,Massachusetts,MA,Massachusetts Alcohol and Substance Abuse Center at Plymouth,1.0,-70.7878293,41.9210834,POINT (-70.7878293 41.9210834)
,,,1.0,0.0,0.0,0.0,,Massachusetts,MA,Massachusetts Correctional Institution - Framingham,1.0,-71.4086008,42.2672627,POINT (-71.4086008 42.2672627)
,,,1.0,0.0,0.0,0.0,,Massachusetts,MA,Massachusetts Correctional Institution - Norfolk,1.0,-71.303754,42.118843,POINT (-71.303754 42.118843)
,,,1.0,0.0,0.0,0.0,,Massachusetts,MA,Massachusetts Correctional Institution - Shirley,1.0,-71.64854319999999,42.526004,POINT (-71.64854319999999 42.526004)
,,,1.0,0.0,0.0,0.0,,Massachusetts,MA,Massachusetts Treatment Center,1.0,-70.9571495,41.9466822,POINT (-70.9571495 41.9466822)
,,,1.0,0.0,0.0,0.0,,Massachusetts,MA,North Central Correctional Institution,1.0,-71.940303,42.578701,POINT (-71.940303 42.578701)
,,,1.0,0.0,0.0,0.0,,Massachusetts,MA,Northeastern Correctional Center,1.0,-71.39809199999999,42.472193,POINT (-71.39809199999999 42.472193)
,,,1.0,0.0,0.0,0.0,,Massachusetts,MA,Old Colony Correctional Center,1.0,-70.958108,41.94950499999999,POINT (-70.958108 41.94950499999999)
,,,1.0,0.0,0.0,0.0,,Massachusetts,MA,Pondville Correctional Center,1.0,-71.2925813,42.1087932,POINT (-71.2925813 42.1087932)
,,,1.0,0.0,0.0,0.0,,Massachusetts,MA,South Middlesex Correctional Center,1.0,-71.405962,42.2653445,POINT (-71.405962 42.2653445)
,,,1.0,0.0,0.0,0.0,,Massachusetts,MA,Souza-Baranowski Correctional Center,1.0,-71.6500077,42.5236744,POINT (-71.6500077 42.5236744)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Alger Correctional Facility,1.0,-86.63615879999999,46.3789933,POINT (-86.63615879999999 46.3789933)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Baraga Correctional Facility,1.0,-88.5082132,46.7648004,POINT (-88.5082132 46.7648004)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Bellamy Creek Correctional Facility,1.0,-85.1055133,42.9796454,POINT (-85.1055133 42.9796454)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Carson City Correctional Facility,1.0,-84.8701482,43.1623639,POINT (-84.8701482 43.1623639)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Central Michigan Correctional Facility,1.0,-84.5940909,43.412197,POINT (-84.5940909 43.412197)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Charles Egeler Reception and Guidance Center,1.0,-84.3908143,42.30011630000001,POINT (-84.3908143 42.30011630000001)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Chippewa Correctional Facility,1.0,-84.45077020000001,46.2592298,POINT (-84.45077020000001 46.2592298)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Cooper Street Correctional Facility,1.0,-84.3981926,42.2948275,POINT (-84.3981926 42.2948275)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Detroit Detention Center,1.0,-83.0455606,42.4239966,POINT (-83.0455606 42.4239966)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Detroit Reentry Center,1.0,-83.0424533,42.32971819999999,POINT (-83.0424533 42.32971819999999)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Earnest C. Brooks Correctional Facility,1.0,-86.1718724,43.2086999,POINT (-86.1718724 43.2086999)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,G. Robert Cotton Correctional Facility,1.0,-84.3875326,42.288355,POINT (-84.3875326 42.288355)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Gus Harrison Correctional Facility,1.0,-84.00614139999999,41.8883375,POINT (-84.00614139999999 41.8883375)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Ionia Correctional Facility,1.0,-85.10104170000001,42.9837145,POINT (-85.10104170000001 42.9837145)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Kinross Correctional Facility,1.0,-84.46884089999999,46.2625663,POINT (-84.46884089999999 46.2625663)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Lakeland Correctional Facility,1.0,-84.99424499999999,41.9650151,POINT (-84.99424499999999 41.9650151)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Macomb Correctional Facility,1.0,-82.7625857,42.7233962,POINT (-82.7625857 42.7233962)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Marquette Branch Prison,1.0,-87.3826727,46.5113253,POINT (-87.3826727 46.5113253)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Muskegon Correctional Facility,1.0,-86.18127799999999,43.2113763,POINT (-86.18127799999999 43.2113763)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Newberry Correctional Facility,1.0,-85.5076344,46.32984829999999,POINT (-85.5076344 46.32984829999999)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Oaks Correctional Facility,1.0,-86.2705732,44.2457304,POINT (-86.2705732 44.2457304)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Parnall Correctional Facility,1.0,-84.3907664,42.29218789999999,POINT (-84.3907664 42.29218789999999)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Richard A. Handlon Correctional Facility,1.0,-85.1053546,42.9823731,POINT (-85.1053546 42.9823731)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Saginaw Correctional Facility,1.0,-84.10345699999999,43.5071074,POINT (-84.10345699999999 43.5071074)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Special Alternative Incarceration Facility,1.0,-85.60236429999999,44.3148443,POINT (-85.60236429999999 44.3148443)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,St. Louis Correctional Facility,1.0,-84.58942979999999,43.416426,POINT (-84.58942979999999 43.416426)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Thumb Correctional Facility,1.0,-83.3500746,43.0344975,POINT (-83.3500746 43.0344975)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Women's Huron Valley Correctional Facility,1.0,-83.6940059,42.1722571,POINT (-83.6940059 42.1722571)
,,,1.0,0.0,0.0,0.0,,Michigan,MI,Woodland Center Correctional Facility,1.0,-83.7680106,42.439899,POINT (-83.7680106 42.439899)
,,,1.0,0.0,0.0,0.0,,Minnesota,MN,Faribault,1.0,-93.268827,44.2949636,POINT (-93.268827 44.2949636)
,,,1.0,0.0,0.0,0.0,,Minnesota,MN,Lino Lakes,1.0,-93.0888324,45.1602442,POINT (-93.0888324 45.1602442)
,,,1.0,0.0,0.0,0.0,,Minnesota,MN,Moose Lake,1.0,-92.7666667,46.4513889,POINT (-92.7666667 46.4513889)
,,,1.0,0.0,0.0,0.0,,Minnesota,MN,Oak Park Heights,1.0,-92.79298419999999,45.0313559,POINT (-92.79298419999999 45.0313559)
,,,1.0,0.0,0.0,0.0,,Minnesota,MN,St. Cloud,1.0,-94.16324039999999,45.5579451,POINT (-94.16324039999999 45.5579451)
,,,1.0,0.0,0.0,0.0,,Minnesota,MN,Stillwater,1.0,-92.80884429999999,45.056004,POINT (-92.80884429999999 45.056004)
,,,1.0,0.0,0.0,0.0,,Minnesota,MN,Red Wing Adults,1.0,-92.5369563,44.5660691,POINT (-92.5369563 44.5660691)
,,,1.0,0.0,0.0,0.0,,Minnesota,MN,Rush City,1.0,-92.9654903,45.6855144,POINT (-92.9654903 45.6855144)
,,,1.0,0.0,0.0,0.0,,Minnesota,MN,Willow River (CIP),1.0,-92.8413116,46.31827939999999,POINT (-92.8413116 46.31827939999999)
,,,1.0,0.0,0.0,0.0,,Minnesota,MN,Shakopee,1.0,-93.5272861,44.7973962,POINT (-93.5272861 44.7973962)
,,,1.0,0.0,0.0,0.0,,Minnesota,MN,Togo (CIP),1.0,-93.1560126,47.821318,POINT (-93.1560126 47.821318)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,Central Mississippi Correctional Facility (Rankin County),1.0,-90.0588154,32.2294611,POINT (-90.0588154 32.2294611)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,Delta Correctional Facility,1.0,-90.2117442,33.4803268,POINT (-90.2117442 33.4803268)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,Marshall County Correctional Facility,1.0,-89.43780699999999,34.7961607,POINT (-89.43780699999999 34.7961607)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,"Mississippi State Penitentiary (Sunflower County, formerly known as Parchman Farm)",1.0,-90.4984509,33.9178383,POINT (-90.4984509 33.9178383)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,South Mississippi Correctional Institution (Greene County),1.0,-88.60599169999999,31.1767874,POINT (-88.60599169999999 31.1767874)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,Walnut Grove Correctional Facility,1.0,-89.44659,32.5828972,POINT (-89.44659 32.5828972)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,Bolivar County Correctional Facility,1.0,-90.8294002,33.8829962,POINT (-90.8294002 33.8829962)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,Carroll-Montgomery County/Regional Correctional Facility,1.0,-89.62516459999999,33.5274427,POINT (-89.62516459999999 33.5274427)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,George-Greene County/Regional Correctional Facility,1.0,-88.7108964,31.1646163,POINT (-88.7108964 31.1646163)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,Holmes-Humphreys County/Regional Correctional Facility,1.0,-90.52578229999999,33.1677834,POINT (-90.52578229999999 33.1677834)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,Issaquena County Correctional Facility,1.0,-91.04883000000001,32.9001617,POINT (-91.04883000000001 32.9001617)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,Jefferson-Franklin County/Regional Correctional Facility,1.0,-90.86751339999999,31.4883928,POINT (-90.86751339999999 31.4883928)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,Kemper-Neshoba County/Regional Correctional Facility,1.0,-89.1705998,32.8057157,POINT (-89.1705998 32.8057157)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,Leake County Correctional Facility,1.0,-89.5233271,32.7333972,POINT (-89.5233271 32.7333972)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,Marion-Walthall County/Regional Correctional Facility,1.0,-90.11206960000001,31.125165,POINT (-90.11206960000001 31.125165)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,Stone County Correctional Facility,1.0,-89.13475919999999,30.8356973,POINT (-89.13475919999999 30.8356973)
,,,1.0,0.0,0.0,0.0,,Mississippi,MS,Winston-Choctaw County/Regional Correctional Facility,1.0,-89.0550561,33.1695121,POINT (-89.0550561 33.1695121)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Algoa Correctional Center,1.0,-92.05238039999999,38.5525913,POINT (-92.05238039999999 38.5525913)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Boonville Correctional Center,1.0,-92.7295772,38.97753609999999,POINT (-92.7295772 38.97753609999999)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Central Missouri Correctional Center (Church Farm),1.0,-91.8318334,37.9642529,POINT (-91.8318334 37.9642529)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Chillicothe Correctional Center,1.0,-93.5389465,39.8322505,POINT (-93.5389465 39.8322505)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Cremer Therapeutic Community Center,1.0,-91.52876599999999,39.5080979,POINT (-91.52876599999999 39.5080979)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Crossroads Correctional Center,1.0,-94.2229555,39.7638595,POINT (-94.2229555 39.7638595)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,"Eastern Reception, Diagnostic and Correctional Center",1.0,-90.5145979,37.9237447,POINT (-90.5145979 37.9237447)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Farmington Correctional Center,1.0,-90.4371795,37.769001,POINT (-90.4371795 37.769001)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Fulton Reception and Diagnostic Center,1.0,-91.9236166,38.8451886,POINT (-91.9236166 38.8451886)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Jefferson City Correctional Center,1.0,-92.0482574,38.549405,POINT (-92.0482574 38.549405)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Kansas City Reentry Center,1.0,-94.59761759999999,39.1067091,POINT (-94.59761759999999 39.1067091)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Maryville Treatment Center,1.0,-94.8724706,40.3461017,POINT (-94.8724706 40.3461017)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Missouri Eastern Correctional Center,1.0,-91.8318334,37.9642529,POINT (-91.8318334 37.9642529)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Moberly Correctional Center,1.0,-92.43768,39.3632281,POINT (-92.43768 39.3632281)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Northeast Correctional Center,1.0,-91.22522230000001,39.3697058,POINT (-91.22522230000001 39.3697058)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Ozark Correctional Center,1.0,-91.8318334,37.9642529,POINT (-91.8318334 37.9642529)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Potosi Correctional Center,1.0,-90.73620969999999,37.9360578,POINT (-90.73620969999999 37.9360578)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Renz Women's Prison,1.0,-91.8318334,37.9642529,POINT (-91.8318334 37.9642529)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,South Central Correctional Center,1.0,-91.87334969999999,37.502976,POINT (-91.87334969999999 37.502976)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Southeast Correctional Center,1.0,-91.8318334,37.9642529,POINT (-91.8318334 37.9642529)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Tipton Correctional Center,1.0,-92.7789853,38.6681104,POINT (-92.7789853 38.6681104)
